nctId,briefTitle,eligibilityCriteria,healthyVolunteers,sex,genderBased,minimumAge,maximumAge,stdAges,studyPopulation,samplingMethod
NCT01154153,Nasacort AQ Hypothalamic-Pituitary-Adrenal (HPA) Axis Study in Children With Allergic Rhinitis,"Participants who met the following criteria were eligible for this study:

Inclusion Criteria:

* History of AR documented by the investigator, as follows:

  * At least a 1-year clinical history (6-month history if the participant was \>= 2 to \< 4 years of age) of perennial allergic rhinitis (PAR); or a clinical history of seasonal allergic rhinitis (SAR) over 2 seasons and
  * positive skin test (prick or intradermal) to a seasonal or perennial allergen that was present in the participant's environment at time of screening.
* Written informed consent and ability of parent/legal guardian of the participant to give a written informed consent before any study related procedures. Participants \>=7 years of age (or younger according to the governing institutional review board \[IRB\]) had to provide a signed assent form

Exclusion Criteria:

* Concomitant medical condition that might have interfered with the administration of a nasal spray, including anatomical abnormalities of the nose, face (eg, polyposis, markedly deviated septum)
* Presence of any active, untreated, or clinically significant musculoskeletal, endocrinologic, gastrointestinal, hepatic, respiratory, cardiovascular, or neurological condition that might have interfered with the study
* Any conditions or treatment that might have affected the HPA axis or the plasma cortisol assay, including but not limited to:

  * Documented disorder involving the hypothalamus, pituitary, or adrenal gland
  * Current use of serotonergic, dopaminergic, adrenergic, cholinergic agonists and antagonists, opiates, immunomodulatory, hormonal drugs, and lipid-lowering agents
  * Treatment with systemic corticosteroids (oral, intravenous, intramuscular, or intra-articular) within 3 months prior to Visit 1
  * Treatment with systemic corticosteroids for \> 2 courses received up to 1 year before Visit 1 was exclusionary. Up to 2 courses of systemic corticosteroids, each course not exceeding 14 days, up to 1 year before Visit 1 was allowed
  * Treatment with inhaled, intranasal, or high-potency topical corticosteroids within 6 weeks of Visit 1
  * History of hospitalization due to asthma within 1 year before screening. Participants with mild asthma that was well-controlled without the use of inhaled corticosteroids within 6 weeks prior to Visit 1 were eligible for the study
* Any clinically significant (as determined by the investigator) abnormal laboratory test at Visit 1
* Morning serum cortisol outside the reference range at Visit 1
* Any of the following missing serum cortisol samples from the Visit-2 collection: first sample (before administration of investigational product), 20-hour sample, 24-hour sample, or any 2 consecutive samples
* Any medical condition where use of corticosteroids might have been contraindicated or could have led to disease exacerbation (eg, glaucoma, cataract, ocular herpes simplex, tuberculosis, growth retardation)
* History of hypersensitivity to corticosteroids or to the rescue medication, investigational product, or to any of their excipients
* Unresolved upper respiratory tract infection, sinus infection, or nasal candidiasis (ie, symptomatic or under treatment) within the last 2 weeks prior to Visit 1 and Visit 3
* Females of childbearing potential not protected by effective contraceptive method of birth control or were unwilling to abstain from sexual activity and/or, were unwilling or unable to test for pregnancy. Only female adolescent with onset of menses were to be checked by serum pregnancy test at Visit 1
* Pregnant female adolescent (who tested positive for pregnancy at Visit 1) The above information was not intended to contain all considerations relevant to potential participation in a clinical trial.",False,ALL,,2 Years,12 Years,['CHILD'],,
NCT02560233,Modulating Stress-Reactivity by Real-Time Multimodal Functional Neuroimaging Based Neurofeedback,"Inclusion Criteria:

* Sufficient spoken and written knowledge of English
* Right-handedness
* Ability to participate in study procedures

Exclusion Criteria:

* Present or past psychological or psychiatric therapy
* Major or unstable general medical conditions
* Presence of cardiovascular disease
* Current intake of any medication interfering hormonal assessments
* History of major cerebral injury
* Medical MRI contraindication",True,MALE,,18 Years,65 Years,"['ADULT', 'OLDER_ADULT']",,
NCT03775993,Treatment of GHD Associated With CHF,"Inclusion Criteria:

1. patients of either sex affected by CHF NYHA class I-III, secondary to ischemic or idiopathic di-lated cardiomyopathy;
2. age range 18-85 years;
3. stable and optimal medical therapy for at least three months prior to randomization, including ACE inhibitors or AT1 antagonists and beta-blockers (unless untolerated);
4. LV ejection fraction 40% or less and LV end-diastolic dimension 55 mm or more;
5. GH deficiency diagnosed with GHRH + arginine provocative test;
6. signed informed consent.

Exclusion Criteria:

1. inability to perform a bicycle exercise test;
2. poorly controlled diabetes mellitus (HbA1c \>8.5) and/or active proliferative or severe non-proliferative diabetic retinopathy;
3. active and/or history of malignancy;
4. unstable angina or recent myocardial infarction (less than six months);
5. severe liver or kidney disease (serum creatinine levels \>2.5 mg/dl",False,ALL,,18 Years,85 Years,"['ADULT', 'OLDER_ADULT']",,
NCT01373528,Impact of Topical Sinonasal Budesonide Irrigation on Hypothalamic-Pituitary-Adrenal Axis Function,"Inclusion Criteria:

* Consenting adult patients (age ≥18) who are diagnosed with CRS
* Patient already determined to need surgical treatment having failed medical management
* Patients planned to be treated with budesonide irrigations as postoperative maintenance therapy

Exclusion Criteria:

* Patients with pre-operative symptoms and signs of HPA dysfunction
* Patients with signs and symptoms of untreated endocrine disorders such as hypothyroidism, hypopituitarism, hypogonadism. Screening for thyroid disease will be done with a TSH, T3 and free T4 for each participant.
* Patients with known history of liver disease or abnormal AST/ALT lab tests
* Any history of oral glucocorticoid use in the past 4 months
* Patients with a known history of glaucoma
* Patients with known tuberculosis (TB)- active or latent
* Patients taking drugs that affect cortisol synthesis (mifepristomine, itraconazole, ketoconazole, erythromycin, clarithromycin, cimetidine) or protein binding drugs (estrogens and androgens)
* A known sensitivity to topical budesonide
* Pregnant and/or breast feeding woman
* Presence of multiple co-morbidities such as poorly controlled diabetes, chronic renal failure, hepatic failure
* Inability to provide informed consent",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT00116883,A Study Of GW685698X For The Treatment Of Perennial Allergic Rhinitis In Pediatrics,"Inclusion criteria:

* Diagnosis and history of perennial allergic rhinitis.
* Must be willing to stay overnight in the clinic at the beginning and end of the study for the collection of urine and blood samples over 24 hours.
* Must comply with all study procedures and be literate.

Exclusion criteria:

* Significant concurrent medical conditions.
* Certain medications such as corticosteroids and allergy medications.",False,ALL,,2 Years,11 Years,['CHILD'],,
NCT06163261,Individualized Physical Activity or Patients With Non Functioning Pituitary Adenoma,"Inclusion Criteria:

* Patients with clinically significant non-functioning pituitary adenoma treated with surgery during the last ten years
* Stable hormone replacement therapy ≥ 6 months
* Ability to communicate in Swedish.

Exclusion Criteria:

* Patients with any other pituitary tumors than non-functioning pituitary adenoma
* Patients who possibly need tumor intervention, either with surgery or radiotherapy, within one year
* Other diseases or co-morbidities that may have significant impact on the outcome variables, including:
* Ongoing substance abuse and/or untreated psychiatric disorder, including psychoses and bipolar disease (except treatment with SSRI (Selective Serotonin Reuptake Inhibitor) and or SNRI (Serotonin-Norepinephrine Reuptake Inhibitor) for mild/moderate depression and/or anxiety which is allowed).
* Medical therapy with opioids, sedatives or hypnotics (besides treatment with zopiclone and zolpidem which are allowed).
* Current or previous history of neurological diseases with impaired mobility.
* High alcohol consumption (more than 14 alcohol units per week)
* Ongoing treatment for cancer.
* Uncontrolled hypertension or presence of clinically significant cardiac disease
* Severe respiratory insufficiency.
* Severely impaired hepatic function (ALT (Alanine Aminotransferase) and/or AST (Aspartate Aminotransferase) concentrations two times above the upper limit of normal).
* Severely impaired renal function (Glomerular filtration rate \<45 ml/min).
* Untreated hypo- or hyperthyroidism
* Pregnancy or breast feeding.",False,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']",,
NCT04840771,Predictive OCTA Biomarkers After Endoscopic Endonasal Pituitary Surgery,"Inclusion Criteria:

* age older than 40 years
* diagnosis of pituitary adenoma
* treatment-naïve with Endoscopic Endonasal Pituitary Surgery
* absence of other neurological diseases
* absence of vitreoretinal and vascular retinal diseases

Exclusion Criteria:

* age younger than 40 years
* No diagnosis of pituitary adenoma
* previous treatments with Endoscopic Endonasal Pituitary Surgery
* presence of neurological diseases
* presence of vitreoretinal and vascular retinal diseases",False,ALL,,40 Years,65 Years,"['ADULT', 'OLDER_ADULT']",The participans were older than 4 years with pituitary adenoma. They did not present other ophthalmological and neurological diseases.,NON_PROBABILITY_SAMPLE
NCT03877393,"The Effect of Probiotic Supplementation on the Mental Status, Inflammation, and Intestinal Barrier in Major Depressive Disorder Patients Using Gluten-free or Gluten-containing Diet","Inclusion Criteria:

1. Outpatients aged 18-60 years old;
2. Signed written Informed Consent Form;
3. Meet the DSM-5 criteria for MDD;
4. Body mass index (BMI) ≥18.5 kg/m2 and ≤30 kg/m2;
5. MADRS (Montgomery-Asberg Depression Scale) total score at screening (V0) and at baseline (V1) of 20 points or more (moderate or severe depression);
6. A willingness and motivation to follow the study protocol.

Exclusion Criteria:

1. Diagnosis of autoimmune, neurological, immunocompromised, thyroid, inflammatory bowel diseases, diabetes, cancers, and/or IgE-dependent allergy;
2. Psychiatric comorbidities (except specific personality disorder) including mental retardation, organic brain dysfunction, or addiction (except nicotine and caffeine);
3. High risk of suicide in the investigator's opinion;
4. An infection one month before the study baseline visit (V1);
5. The use of antibiotics and/or probiotics three months prior to the study;
6. Glucocorticosteroids and/or metformin treatment;
7. Intake of any other drugs which in the investigator' opinion may affect the results of study;
8. Intake of any dietary supplementation (except for vitamin D according to the ""Vitamin D supplementation guidelines, 2018"") which in the investigator' opinion may affect the results of the study;
9. Changes in a pharmacotherapy and/or psychotherapy of MDD 2 weeks before the trial entry;
10. Electroconvulsive therapy (ECT) 12 months before the trial entry;
11. No specific diet (e.g., elimination, vegan, reduction) and changes in physical activity 4 weeks before the trial entry;
12. Pregnancy or lactation.",False,ALL,,18 Years,60 Years,['ADULT'],,
NCT02507245,Observational Longitudinal Study in Children Affected by Idiopathic Growth Hormone Deficiency (GHD),"Inclusion Criteria:

* GH deficiency

Exclusion Criteria:

* Respiratory infections 4 weeks before the recruitment
* Children with autoimmune diseases
* Therapy with drugs able to modify the lung function",False,ALL,,5 Years,15 Years,['CHILD'],"48 children affected by GH deficiency , recruited in the outpatient clinic of Pediatric Allergology \& Pulmonology (PAP) of Respiratory Disease Research Center (RDRC) within the Institute of Biomedicine and Molecular Immunology (IBIM) of the National Research Council (CNR) of Palermo (RDRC-IBIM CNR), Italy.",NON_PROBABILITY_SAMPLE
NCT00934271,Fractionated Stereotactic Radiotherapy in Patients With Acromegaly,"Inclusion Criteria:

adults active acromegaly pituitary tumour on MRI biochemical activity -

Exclusion Criteria:

pregnancy no visible tumour on MRI

-",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",34 patients with active acromegaly despite medical therapy,PROBABILITY_SAMPLE
NCT03566511,Use of Functional MRI to Assess Functional Hypothalamic Activation in Response to Diazoxide,"Inclusion Criteria:

* Type 2 Diabetes (T2D)

  * Age: Between 21 and 70 y.o.
  * BMI: \<35
  * A1c 8.0-12.0%
  * Negative drug screen
  * Not suffering from proliferative retinopathy, significant diabetic renal disease or severe neuropathy (including cardiovascular and gastrointestinal autonomic dysfunction)
* Healthy (ND)

  * Age: Between 21 and 70 y.o.
  * BMI: \<30
  * Negative drug screen
  * No family history of diabetes among first-degree relatives (mother, father)

Exclusion Criteria:

* Age: Under 21 or over 70 y.o.
* BMI: \>35 for T2D and \>30 for ND
* Hypertension
* Severe polydipsia and polyuria
* Uncontrolled hyperlipidemia
* Clinically significant liver dysfunction
* Clinically significant kidney dysfunction
* Anemia
* Clinically significant leukocytosis or leukopenia
* Clinically significant thrombocytopenia or thrombocytosis
* Coagulopathy
* Positive urine drug screen
* Urinalysis: Clinically significant abnormalities
* Clinically significant electrolyte abnormalities
* Smoking \>10 cig/day
* Alcohol: Men \>14 drinks/wk or \> 4 drinks/day, Women \>7 drinks/wk or \>3 drinks/day
* History of chronic liver disease, active hepatitis infection, HIV/AIDS, chronic kidney disease (stage 3 or greater), active cancer, cardiovascular disease or other heart disease, systemic rheumatologic conditions, seizures, bleeding disorders, muscle disease
* Surgeries that involve removal of endocrine glands except for thyroidectomy
* Pregnant women
* Subject enrolled in another study less than one month prior to the anticipated start date of the proposed study
* Family history: family history of premature cardiac death
* Allergies to medication administered during study
* Uncontrolled psychiatric disorders
* Perimenopausal women who are experiencing/have experienced hot flashes
* Any contraindications for MRI: presence of any non-MRI compatible implants including pacemaker, aneurysm clip, cochlear implant, neurostimulator; history of eye injury with metal; history of ever being a metal worker; history of gunshot wounds or any other imbedded metal objects; history of claustrophobia or prior episodes of significant anxiety or discomfort while obtaining an MRI.
* Any condition which in the opinion of the PI makes the subject ill-suited for participation in the study",True,ALL,,21 Years,70 Years,"['ADULT', 'OLDER_ADULT']",,
NCT02803697,"Predictive Factors of Recurrence of Non Functioning Pituitary Adenomas : a Retrospective Study of 220 Patients in the Reims University Hospital, France","Inclusion Criteria:

* Patients \>18 year-old
* diagnosis of NFPAs confirmed with hormonal and histological analysis
* patients who underwent surgery in neurosurgery unit of the Reims university hospital between 01/01/1991 and 31/12/2004

Exclusion Criteria:

-",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']","All patients who underwent surgery for a NFPA in Reims university hospital between 01/01/1991 and 31/12/2004, at least 10 years of follow-up. One group.",NON_PROBABILITY_SAMPLE
